subscriber_key_json, destination_record_associations_json
"{""id"":""4035a550-2dd0-4724-a0d4-673e13458170"",""type"":""BillingAccount""}","[{""destRecId"":""7003d622-cc5f-4083-9c00-7dd80ea8bb35"",""contactId"":""163413f3-adbb-4de7-a71b-a721869be6c1"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""fff0b226-436d-4ff3-9f3f-033671d968a0"",""contactId"":""163413f3-adbb-4de7-a71b-a721869be6c1"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""564669c8-192b-4772-a597-e26a3ce80384"",""type"":""Customer""}","[{""destRecId"":""f520471e-0181-4d79-9a51-c9ac54a9ba3c"",""contactId"":""9c9dd7fe-eafd-4437-9548-bb0e6c46c913"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""f520471e-0181-4d79-9a51-c9ac54a9ba3c"",""contactId"":""9c9dd7fe-eafd-4437-9548-bb0e6c46c913"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""76b025ca-48b3-4283-95e3-e71c9c239e65"",""contactId"":""9c9dd7fe-eafd-4437-9548-bb0e6c46c913"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""f520471e-0181-4d79-9a51-c9ac54a9ba3c"",""contactId"":""9c9dd7fe-eafd-4437-9548-bb0e6c46c913"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""76b025ca-48b3-4283-95e3-e71c9c239e65"",""contactId"":""9c9dd7fe-eafd-4437-9548-bb0e6c46c913"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""fe4dd3ad-8529-4217-a904-e82b1023c161"",""type"":""Customer""}","[{""destRecId"":""72996d81-3bf3-4c42-91d4-c67a54493147"",""contactId"":""3d37aab1-5e3a-498b-aa4b-fc8f27bd0c91"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""72996d81-3bf3-4c42-91d4-c67a54493147"",""contactId"":""3d37aab1-5e3a-498b-aa4b-fc8f27bd0c91"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""1c77709d-418d-49fb-9f97-b59a366c8165"",""contactId"":""3d37aab1-5e3a-498b-aa4b-fc8f27bd0c91"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""72996d81-3bf3-4c42-91d4-c67a54493147"",""contactId"":""3d37aab1-5e3a-498b-aa4b-fc8f27bd0c91"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""1c77709d-418d-49fb-9f97-b59a366c8165"",""contactId"":""3d37aab1-5e3a-498b-aa4b-fc8f27bd0c91"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""6fabbc5c-bcda-4ddd-aa49-26c9f92411ca"",""type"":""Customer""}","[{""destRecId"":""ab3a868f-9e90-4d35-ab57-f435f609bdce"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_SMS""]},""disabled"":false},{""destRecId"":""554680a7-87f3-4e1f-ab6c-2e0c7867e0c3"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ab3a868f-9e90-4d35-ab57-f435f609bdce"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9a0f9c79-cc9d-4b83-a375-bffc2380451b"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c2f65c86-6a66-4a59-9808-c7088c456961"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ab3a868f-9e90-4d35-ab57-f435f609bdce"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_CALLS""]},""disabled"":false},{""destRecId"":""554680a7-87f3-4e1f-ab6c-2e0c7867e0c3"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_EMAILS""]},""disabled"":false},{""destRecId"":""ab3a868f-9e90-4d35-ab57-f435f609bdce"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""554680a7-87f3-4e1f-ab6c-2e0c7867e0c3"",""contactId"":""76b854f3-f80f-4856-ae1a-d308ca0e95d4"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""41c83c3d-6798-471c-bf0e-0f4d81bbaf70"",""type"":""BillingAccount""}","[{""destRecId"":""603d6eaa-9dbe-4d26-bfaa-e036c0b01c17"",""contactId"":""0d4a015e-e365-4fde-aea8-1bf982d3dc77"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""b766990f-a5b2-4ee3-90a6-804eaef7cd28"",""contactId"":""0d4a015e-e365-4fde-aea8-1bf982d3dc77"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""12994885-6b49-47b1-8e28-c4584637665e"",""type"":""BillingAccount""}","[{""destRecId"":""5d0656c3-63f5-408d-94e0-b1ea788993cd"",""contactId"":""98c57c11-67b9-4925-b798-61d19e5faac3"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ebe0afad-6148-4440-bbc1-69b6b48541cc"",""contactId"":""98c57c11-67b9-4925-b798-61d19e5faac3"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""0577c934-1e7f-40cb-8417-29dfb3198bef"",""type"":""Customer""}","[{""destRecId"":""5b273832-42df-4acd-bbd7-c7c690b06303"",""contactId"":""e604c740-3425-4114-8f14-d77a317d6142"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""5b273832-42df-4acd-bbd7-c7c690b06303"",""contactId"":""e604c740-3425-4114-8f14-d77a317d6142"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""376ae870-ebce-45bb-97e5-b1fdefb71c26"",""contactId"":""e604c740-3425-4114-8f14-d77a317d6142"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""5b273832-42df-4acd-bbd7-c7c690b06303"",""contactId"":""e604c740-3425-4114-8f14-d77a317d6142"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""376ae870-ebce-45bb-97e5-b1fdefb71c26"",""contactId"":""e604c740-3425-4114-8f14-d77a317d6142"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""e2139103-7599-4046-a150-465796d5f176"",""type"":""BillingAccount""}","[{""destRecId"":""2b95c1ac-0991-4c2a-acf9-a231beed8ab7"",""contactId"":""db38ba22-a9c3-4731-beeb-8dc70dda32b2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e4b29d55-48af-44da-8d20-578cb337e946"",""contactId"":""db38ba22-a9c3-4731-beeb-8dc70dda32b2"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""c38bd6af-ad88-46bc-9f92-f5f0f1596107"",""type"":""Customer""}","[{""destRecId"":""9f907f1c-eaf9-472d-8029-e83abfb21ff6"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_SMS""]},""disabled"":false},{""destRecId"":""38494ed0-bbbf-4cab-8674-82030ed895a8"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9f907f1c-eaf9-472d-8029-e83abfb21ff6"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a67be4fd-9b03-4f14-9e65-af3055af4256"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""340d83cb-47c4-447b-b2f0-73e62ab56a39"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9f907f1c-eaf9-472d-8029-e83abfb21ff6"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9f907f1c-eaf9-472d-8029-e83abfb21ff6"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_CALLS""]},""disabled"":false},{""destRecId"":""38494ed0-bbbf-4cab-8674-82030ed895a8"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_EMAILS""]},""disabled"":false},{""destRecId"":""9f907f1c-eaf9-472d-8029-e83abfb21ff6"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""38494ed0-bbbf-4cab-8674-82030ed895a8"",""contactId"":""467f383f-324d-41f2-8cf2-59c9f1a3a7a9"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""481ccd9a-451d-43ad-8445-226b3bf22142"",""type"":""Customer""}","[{""destRecId"":""02d9bde8-6472-490b-a063-cc30ee17f6cc"",""contactId"":""20b2939a-92fd-45a0-a2fb-2a7fe48cce0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""72358722-20d3-47f8-a43c-133b37c7290d"",""contactId"":""20b2939a-92fd-45a0-a2fb-2a7fe48cce0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""02d9bde8-6472-490b-a063-cc30ee17f6cc"",""contactId"":""20b2939a-92fd-45a0-a2fb-2a7fe48cce0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""72358722-20d3-47f8-a43c-133b37c7290d"",""contactId"":""20b2939a-92fd-45a0-a2fb-2a7fe48cce0b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""f2c5a83c-b8d3-46ef-826e-8af8f01577d7"",""type"":""Customer""}","[{""destRecId"":""77f255e4-1ba1-47ba-83b7-8feb3a9d6726"",""contactId"":""bfc614e4-66b4-40aa-af80-7801aabcf550"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""77f255e4-1ba1-47ba-83b7-8feb3a9d6726"",""contactId"":""bfc614e4-66b4-40aa-af80-7801aabcf550"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d0484581-3665-4182-ae9f-823a14ab47da"",""contactId"":""bfc614e4-66b4-40aa-af80-7801aabcf550"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""77f255e4-1ba1-47ba-83b7-8feb3a9d6726"",""contactId"":""bfc614e4-66b4-40aa-af80-7801aabcf550"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""d0484581-3665-4182-ae9f-823a14ab47da"",""contactId"":""bfc614e4-66b4-40aa-af80-7801aabcf550"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""9f010715-15dc-49c3-95a7-d04e20108b99"",""type"":""Customer""}","[{""destRecId"":""c385e924-d548-4169-8adf-f124033fac32"",""contactId"":""f0067e5c-b242-4cdc-bce8-b4b1004c32b8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""c385e924-d548-4169-8adf-f124033fac32"",""contactId"":""f0067e5c-b242-4cdc-bce8-b4b1004c32b8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4f8e17c6-4fb8-4736-8f5f-e694ba24d4cd"",""contactId"":""f0067e5c-b242-4cdc-bce8-b4b1004c32b8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c385e924-d548-4169-8adf-f124033fac32"",""contactId"":""f0067e5c-b242-4cdc-bce8-b4b1004c32b8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4f8e17c6-4fb8-4736-8f5f-e694ba24d4cd"",""contactId"":""f0067e5c-b242-4cdc-bce8-b4b1004c32b8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""4f8e17c6-4fb8-4736-8f5f-e694ba24d4cd"",""contactId"":""f0067e5c-b242-4cdc-bce8-b4b1004c32b8"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MARKETING_EMAILS""]},""disabled"":false}]"
"{""id"":""d04f7ae0-3f87-42a4-9b79-88e5d482a8c6"",""type"":""BillingAccount""}","[{""destRecId"":""7041ef59-ad20-47db-ac38-b32f3628c907"",""contactId"":""9c6f2364-0886-4b37-b7f2-20fd01fb1cc6"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""21f28542-3b16-438c-a5a8-64f659453a46"",""type"":""BillingAccount""}","[{""destRecId"":""8f1e582f-1f24-4f8b-8500-60d6dd4f282f"",""contactId"":""3613f621-c37c-4d30-bf50-7a52ea12380b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""e1f29e00-978e-46bc-942d-af6d252db7dd"",""contactId"":""3613f621-c37c-4d30-bf50-7a52ea12380b"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""7427475c-a204-43d7-bd8c-f17141a10ce9"",""type"":""BillingAccount""}","[{""destRecId"":""6b2050cc-956d-4d10-a99d-a86bbbfca767"",""contactId"":""ac474e9d-03e4-435f-858e-e6b31d642f1f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""0ba3fb6d-1e67-4389-9dcd-b6a23bb1f730"",""contactId"":""ac474e9d-03e4-435f-858e-e6b31d642f1f"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""d8c47010-e316-4b74-8758-d8edbfce2fde"",""type"":""BillingAccount""}","[{""destRecId"":""d882218b-c780-4553-b04f-e2e41c90bf7e"",""contactId"":""7f739779-bd30-4c0b-bb21-2f057883ff42"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""68bd18c8-34fb-4431-92ac-f0a407351f3c"",""contactId"":""7f739779-bd30-4c0b-bb21-2f057883ff42"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""926342f9-74e0-4ff5-bcc1-66651b0cba03"",""type"":""BillingAccount""}","[{""destRecId"":""fe565c6f-ce6e-43b7-bd6d-687f950536ed"",""contactId"":""f954b21e-7ccf-45c6-a02d-5094b45eb082"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a912027d-e50a-4c18-955e-f64d4a762d3b"",""contactId"":""f954b21e-7ccf-45c6-a02d-5094b45eb082"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""0fb0b1dc-e688-4fbb-b4bb-ad82fde4a71d"",""type"":""BillingAccount""}","[{""destRecId"":""994c9b20-de8e-4c20-b918-f7b125f840fa"",""contactId"":""7da8d53f-55cd-49b5-96db-c29c4ed0c9de"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""0ffb3396-e056-4f78-8ace-41dbef81cc40"",""contactId"":""7da8d53f-55cd-49b5-96db-c29c4ed0c9de"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""96e4d7b6-758f-4d3a-8db1-328533652531"",""type"":""BillingAccount""}","[{""destRecId"":""f5a3aaf4-7c5e-4f1f-91ef-f7425c9b312c"",""contactId"":""68457422-8e25-4c29-a7f2-d1e68f918313"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""ec625baf-3d8c-4822-8b7a-26b9f99f6f4d"",""contactId"":""68457422-8e25-4c29-a7f2-d1e68f918313"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""03955699-ca14-4d39-9aed-9dae0ca21db9"",""contactId"":""68457422-8e25-4c29-a7f2-d1e68f918313"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""fef98761-b887-497c-8648-89c7e5830010"",""contactId"":""68457422-8e25-4c29-a7f2-d1e68f918313"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_EmEx_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""1fb0da48-d8fd-4e97-87e5-c71bca4df715"",""type"":""Customer""}","[{""destRecId"":""c81144c9-87cb-42fc-9558-fc6f61319537"",""contactId"":""24ba4cf3-1585-42dd-82ce-3d705ccf8315"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""c81144c9-87cb-42fc-9558-fc6f61319537"",""contactId"":""24ba4cf3-1585-42dd-82ce-3d705ccf8315"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9bb9a64b-8951-4004-9794-0be87c3fb7cc"",""contactId"":""24ba4cf3-1585-42dd-82ce-3d705ccf8315"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""c81144c9-87cb-42fc-9558-fc6f61319537"",""contactId"":""24ba4cf3-1585-42dd-82ce-3d705ccf8315"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""9bb9a64b-8951-4004-9794-0be87c3fb7cc"",""contactId"":""24ba4cf3-1585-42dd-82ce-3d705ccf8315"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""d8032e9b-f132-48f9-a4a5-8ec099cc7e2f"",""type"":""Customer""}","[{""destRecId"":""84244fd5-dd6c-419c-80b2-32a26361dc57"",""contactId"":""cf63b1e6-9bfd-4ccb-9872-733c05f3ff1d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""df9414c5-ea91-4324-8542-15507656e73a"",""contactId"":""cf63b1e6-9bfd-4ccb-9872-733c05f3ff1d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""84244fd5-dd6c-419c-80b2-32a26361dc57"",""contactId"":""cf63b1e6-9bfd-4ccb-9872-733c05f3ff1d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""df9414c5-ea91-4324-8542-15507656e73a"",""contactId"":""cf63b1e6-9bfd-4ccb-9872-733c05f3ff1d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""f809fb4f-a5c4-4fb4-b6bb-740489c1923b"",""type"":""Customer""}","[{""destRecId"":""a947e8f0-0c6c-4132-9b58-ce675f8f291d"",""contactId"":""056bc355-80ec-45e4-8d91-f9ffba81623d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""a947e8f0-0c6c-4132-9b58-ce675f8f291d"",""contactId"":""056bc355-80ec-45e4-8d91-f9ffba81623d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""16dbc294-b9cb-4ba0-bfa1-b9a2cd411996"",""contactId"":""056bc355-80ec-45e4-8d91-f9ffba81623d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a947e8f0-0c6c-4132-9b58-ce675f8f291d"",""contactId"":""056bc355-80ec-45e4-8d91-f9ffba81623d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""16dbc294-b9cb-4ba0-bfa1-b9a2cd411996"",""contactId"":""056bc355-80ec-45e4-8d91-f9ffba81623d"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""a7f117be-2ec9-43e2-a186-7a973824f2f8"",""type"":""Customer""}","[{""destRecId"":""0cf0ddc6-41b0-44d9-be25-63186ffaf5fa"",""contactId"":""af454bd2-093f-4b28-8ee7-1a8882cac169"",""scope"":{""mode"":""INCLUDE"",""categories"":[""COLLECTIONS_MANAGER""]},""disabled"":false},{""destRecId"":""0cf0ddc6-41b0-44d9-be25-63186ffaf5fa"",""contactId"":""af454bd2-093f-4b28-8ee7-1a8882cac169"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""0cf0ddc6-41b0-44d9-be25-63186ffaf5fa"",""contactId"":""af454bd2-093f-4b28-8ee7-1a8882cac169"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a615bb23-1c52-41ef-be46-1a027830571c"",""contactId"":""af454bd2-093f-4b28-8ee7-1a8882cac169"",""scope"":{""mode"":""INCLUDE"",""categories"":[""DISRUPTION_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""a615bb23-1c52-41ef-be46-1a027830571c"",""contactId"":""af454bd2-093f-4b28-8ee7-1a8882cac169"",""scope"":{""mode"":""INCLUDE"",""categories"":[""MANDATORY_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""3f963765-67a3-4642-b92f-b4bd0312492a"",""type"":""BillingAccount""}","[{""destRecId"":""a670100b-7489-4a12-84b8-e7a716f7522d"",""contactId"":""bbc4d2f9-afd9-473f-bb56-a2e8100ac399"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""7766b5b4-819e-4cf3-b822-3e28e9260c66"",""contactId"":""bbc4d2f9-afd9-473f-bb56-a2e8100ac399"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
"{""id"":""181963f7-0b08-40c9-90c0-a02807a8d8d3"",""type"":""BillingAccount""}","[{""destRecId"":""03069611-de1f-4a18-8ef8-883a65c37767"",""contactId"":""60f9413b-656c-40c5-986f-a2b08a0efd7a"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false},{""destRecId"":""86d27f04-d43f-4fd9-a008-e85a95e912df"",""contactId"":""60f9413b-656c-40c5-986f-a2b08a0efd7a"",""scope"":{""mode"":""INCLUDE"",""categories"":[""BILLING_ACCOUNT_NOTIFICATIONS""]},""disabled"":false}]"
